site,parcelle,jour,mois,annee,num_arbre,nb_tiges,espece,dhp
BD,A,31,8,2004,1,1,TSCA,16.3
BD,A,31,8,2004,2,1,TSCA,24
BD,A,31,8,2004,6,1,TSCA,29.8
BD,A,31,8,2004,7,1,ACRU,29
BD,A,31,8,2004,8,1,TSCA,15.5
BD,A,31,8,2004,9,1,TSCA,32
BD,A,31,8,2004,10,1,TSCA,11.3
BD,A,31,8,2004,11,1,TSCA,44.8
BD,A,31,8,2004,12,1,TSCA,17.2
BD,A,31,8,2004,13,1,TSCA,70.5
BD,A,31,8,2004,14,1,TSCA,31.7
BD,A,31,8,2004,15,1,ACRU,42.9
BD,A,31,8,2004,16,1,ACRU,18
BD,A,31,8,2004,17,1,TSCA,46
BD,A,31,8,2004,18,1,TSCA,19.5
BD,A,31,8,2004,20,1,TSCA,38
BD,A,31,8,2004,22,1,TSCA,10.1
BD,A,31,8,2004,23,1,TSCA,9.2
BD,A,31,8,2004,25,1,TSCA,9.9
BD,A,31,8,2004,26,1,TSCA,47.7
BD,A,31,8,2004,27,1,TSCA,28
BD,A,31,8,2004,28,1,TSCA,8.8
BD,B,26,8,2004,1,1,ACRU,32.5
BD,B,26,8,2004,3,1,PIRU,9.1
BD,B,26,8,2004,4,1,ACRU,29.8
BD,B,26,8,2004,5,1,TSCA,10.2
BD,B,26,8,2004,6,1,TSCA,9.8
BD,B,26,8,2004,7,1,PIRU,15.3
BD,B,26,8,2004,8,1,TSCA,12.4
BD,B,26,8,2004,9,1,TSCA,9
BD,B,26,8,2004,10,1,PIRU,20.1
BD,B,26,8,2004,11,1,ABBA,9
BD,B,26,8,2004,13,1,TSCA,9
BD,B,26,8,2004,14,1,ACRU,33
BD,B,26,8,2004,15,1,TSCA,12.4
BD,B,26,8,2004,16,1,TSCA,9
BD,B,26,8,2004,17,1,TSCA,9.3
BD,B,26,8,2004,18,1,TSCA,9
BD,B,26,8,2004,20,1,TSCA,9.3
BD,B,26,8,2004,22,1,TSCA,60
BD,B,26,8,2004,23,1,TSCA,52
BD,B,26,8,2004,24,1,PIRU,25
BD,B,26,8,2004,25,1,ACRU,33.8
BD,B,26,8,2004,26,1,TSCA,31.7
BD,B,26,8,2004,27,1,PIST,80.55
CFR,A,16,8,2004,1,1,PIRU,15
CFR,A,16,8,2004,2,1,PIRU,16.35
CFR,A,16,8,2004,3,1,PIRU,13.8
CFR,A,16,8,2004,4,1,PIRU,22.8
CFR,A,16,8,2004,5,1,PIRU,12.8
CFR,A,16,8,2004,6,1,PIRU,12
CFR,A,16,8,2004,7,1,PIRU,8.9
CFR,A,16,8,2004,8,1,PIRU,9.2
CFR,A,16,8,2004,9,1,TSCA,38.4
CFR,A,16,8,2004,10,1,PIRU,9.1
CFR,A,16,8,2004,11,1,PIRU,18
CFR,A,16,8,2004,12,1,PIRU,24.4
CFR,A,16,8,2004,12,1,TSCA,43
CFR,A,16,8,2004,13,1,PIRU,15.3
CFR,A,16,8,2004,14,1,PIRU,15.2
CFR,A,16,8,2004,15,1,PIRU,10.1
CFR,A,16,8,2004,16,1,TSCA,46.4
CFR,A,16,8,2004,19,1,PIRU,39.9
CFR,A,16,8,2004,20,1,PIRU,17.4
CFR,A,16,8,2004,21,1,PIRU,19.7
CFR,A,16,8,2004,22,1,PIST,15.8
CFR,A,16,8,2004,24,1,PIRU,22.2
CFR,A,16,8,2004,27,1,PIRU,22.35
CFR,A,16,8,2004,28,1,TSCA,23.3
CFR,A,16,8,2004,33,1,TSCA,27.6
CFR,A,16,8,2004,34,3,BEPA,17.8
CFR,A,16,8,2004,34,2,BEPA,19.7
CFR,A,16,8,2004,34,1,BEPA,22.7
CFR,A,16,8,2004,35,1,TSCA,24.5
CFR,A,16,8,2004,36,1,PIRU,19.6
CFR,A,16,8,2004,37,1,TSCA,20.7
CFR,A,16,8,2004,38,1,PIRU,15.4
CFR,A,16,8,2004,40,1,TSCA,29.8
CFR,A,16,8,2004,41,1,PIRU,15.85
CFR,A,16,8,2004,43,1,PIRU,21.5
CFR,A,16,8,2004,46,1,PIRU,12.7
CFR,A,16,8,2004,47,1,TSCA,13.4
CFR,A,16,8,2004,51,1,PIRU,10.6
CFR,B,17,8,2004,1,1,FAGR,10.1
CFR,B,17,8,2004,3,1,ACRU,25.02
CFR,B,17,8,2004,6,1,TSCA,76.8
CFR,B,17,8,2004,7,1,FAGR,10.3
CFR,B,17,8,2004,9,1,TSCA,66.4
CFR,B,17,8,2004,10,1,FAGR,10
CFR,B,17,8,2004,11,1,FAGR,12
CFR,B,17,8,2004,12,1,TSCA,74.8
CFR,B,17,8,2004,13,1,QURU,33.2
CFR,B,17,8,2004,15,1,FAGR,16.1
CL,A,18,8,2004,1,1,ACRU,28.1
CL,A,18,8,2004,2,2,ACRU,23.8
CL,A,18,8,2004,2,1,ACRU,29.4
CL,A,18,8,2004,4,1,ABBA,11.4
CL,A,18,8,2004,7,1,ACRU,39.8
CL,A,18,8,2004,8,1,ABBA,15.1
CL,A,18,8,2004,9,1,PIST,14.6
CL,A,18,8,2004,11,1,ACRU,10.5
CL,A,18,8,2004,12,1,BECO,33.1
CL,A,18,8,2004,13,1,BECO,22
CL,A,18,8,2004,14,1,ACRU,46.2
CL,A,18,8,2004,15,1,BECO,28.1
CL,A,18,8,2004,16,1,ABBA,9
CL,A,18,8,2004,17,1,BECO,26
CL,A,18,8,2004,18,1,ABBA,9.1
CL,A,18,8,2004,19,2,ACRU,19.9
CL,A,18,8,2004,19,1,ACRU,33.9
CL,A,18,8,2004,22,1,ACRU,10.8
CL,A,18,8,2004,23,1,ACRU,22
CL,A,18,8,2004,25,1,ACRU,29.2
CL,A,18,8,2004,26,1,ABBA,9.4
CL,A,18,8,2004,27,1,ACRU,10.5
CL,A,18,8,2004,29,1,BECO,13.1
CL,A,18,8,2004,30,1,ACRU,34
CL,A,18,8,2004,32,1,BECO,30.1
CL,B,18,8,2004,1,1,BEAL,37.2
CL,B,18,8,2004,2,1,FAGR,34.1
CL,B,18,8,2004,3,1,BEAL,35
CL,B,18,8,2004,4,1,FAGR,9.1
CL,B,18,8,2004,5,1,ACRU,36
CL,B,18,8,2004,6,1,FAGR,25.2
CL,B,18,8,2004,7,1,ACRU,48.5
CL,B,18,8,2004,8,1,FAGR,19.1
CL,B,18,8,2004,10,1,FAGR,19.4
CL,B,18,8,2004,11,1,BEAL,80
CL,B,18,8,2004,12,1,FAGR,12.2
CL,B,18,8,2004,13,2,ACRU,16.8
CL,B,18,8,2004,13,1,ACRU,42.1
CL,B,18,8,2004,14,1,ACRU,47.5
CL,B,18,8,2004,15,1,FAGR,26.9
CLT,A,12,8,2004,1,1,ACRU,14.3
CLT,A,12,8,2004,2,1,ACRU,14.15
CLT,A,12,8,2004,3,1,BEPA,19.45
CLT,A,12,8,2004,4,1,PIST,12.3
CLT,A,12,8,2004,6,1,ACRU,15.35
CLT,A,12,8,2004,7,1,ACRU,21.6
CLT,A,12,8,2004,8,1,BEPA,18.4
CLT,A,12,8,2004,9,1,BEPA,22.9
CLT,A,12,8,2004,10,2,BEPA,23.9
CLT,A,12,8,2004,10,1,BEPA,25.4
CLT,A,12,8,2004,11,1,BEPA,28.4
CLT,A,12,8,2004,14,1,BEPA,19.2
CLT,A,12,8,2004,15,1,BEPA,21.15
CLT,A,12,8,2004,16,1,QURU,29.7
CLT,A,12,8,2004,17,1,PIST,54.2
CLT,A,12,8,2004,18,1,ACRU,12.2
CLT,A,12,8,2004,19,1,ACRU,13.5
CLT,A,12,8,2004,20,1,PIST,10.8
CLT,A,12,8,2004,21,1,ACRU,11.4
CLT,A,13,8,2004,22,1,ACRU,10.7
CLT,A,13,8,2004,24,1,QURU,19.9
CLT,A,13,8,2004,26,1,ACRU,9.25
CLT,A,13,8,2004,27,1,PIST,14.3
CLT,A,13,8,2004,29,1,QURU,24.5
CLT,A,13,8,2004,30,1,QURU,17.2
CLT,A,13,8,2004,31,1,ACRU,9.4
CLT,A,13,8,2004,32,1,ACRU,14.9
CLT,A,13,8,2004,33,1,ACRU,14.8
CLT,A,13,8,2004,34,1,PIST,9.8
CLT,A,13,8,2004,35,1,ABBA,18.8
CLT,A,13,8,2004,36,1,QURU,28.4
CLT,A,13,8,2004,37,1,ACRU,9.2
CLT,A,13,8,2004,38,1,PIST,12
CLT,A,13,8,2004,39,1,ACRU,14.9
CLT,A,13,8,2004,40,1,QURU,30.2
CLT,A,13,8,2004,41,1,PIRU,11.4
CLT,A,13,8,2004,44,1,ACRU,13.1
CLT,B,15,8,2004,2,1,PIST,11.9
CLT,B,15,8,2004,4,1,BEPA,23.2
CLT,B,15,8,2004,5,1,POTR,57.4
CLT,B,15,8,2004,6,1,PIST,12.9
CLT,B,15,8,2004,9,1,ACRU,19
CLT,B,15,8,2004,10,1,ABBA,13
CLT,B,15,8,2004,11,1,BEPA,27.5
CLT,B,15,8,2004,12,1,ACRU,21.4
CLT,B,15,8,2004,13,1,ACRU,19
CLT,B,15,8,2004,16,1,QURU,25.6
CLT,B,15,8,2004,17,1,QURU,27.9
CLT,B,15,8,2004,18,1,ACRU,10
CLT,B,15,8,2004,20,1,QURU,22.7
CLT,B,15,8,2004,21,1,BEPA,36.7
CLT,B,15,8,2004,22,1,ACRU,17
CLT,B,15,8,2004,24,2,ACRU,11
CLT,B,15,8,2004,25,1,ACRU,18.1
CLT,B,15,8,2004,26,2,BEPA,28.5
CLT,B,15,8,2004,26,1,BEPA,29.7
CLT,B,15,8,2004,27,1,ACRU,16.2
CLT,B,15,8,2004,28,1,BEPA,26.9
CLT,B,15,8,2004,29,1,PIST,11.4
CLT,B,15,8,2004,30,1,ACRU,21
CLT,B,15,8,2004,31,1,PIST,17.8
CLT,B,15,8,2004,32,1,BEPA,29
CLT,B,15,8,2004,40,1,ACRU,21.8
CLT,B,15,8,2004,41,1,ACRU,13.5
CLT,B,15,8,2004,42,1,PIST,15.6
NCL,A,24,8,2004,1,1,TSCA,15.7
NCL,A,24,8,2004,2,1,TSCA,23.7
NCL,A,24,8,2004,3,1,TSCA,12
NCL,A,24,8,2004,4,1,TSCA,20.01
NCL,A,24,8,2004,5,1,TSCA,10.3
NCL,A,24,8,2004,6,1,TSCA,34.8
NCL,A,24,8,2004,7,1,ACRU,25.7
NCL,A,24,8,2004,9,1,ACRU,26.4
NCL,A,24,8,2004,10,1,ACRU,11.5
NCL,A,24,8,2004,11,1,ACRU,13.4
NCL,A,24,8,2004,12,1,PIST,27.8
NCL,A,24,8,2004,13,1,TSCA,24
NCL,A,24,8,2004,16,1,TSCA,31.9
NCL,A,24,8,2004,17,1,TSCA,37.6
NCL,A,24,8,2004,18,1,TSCA,23
NCL,A,24,8,2004,21,1,TSCA,21.6
NCL,A,24,8,2004,22,1,BEPA,18.2
NCL,A,24,8,2004,23,1,TSCA,14.21
NCL,A,24,8,2004,24,1,BEPA,22.8
NCL,A,24,8,2004,25,1,BEPA,20
NCL,A,24,8,2004,26,1,BEPA,21.3
NCL,A,24,8,2004,27,1,BEPA,21.5
NCL,A,24,8,2004,28,1,TSCA,47.5
NCL,A,24,8,2004,29,1,TSCA,11.7
NCL,A,24,8,2004,30,1,TSCA,27.9
NCL,A,24,8,2004,31,1,TSCA,35.5
NCL,A,24,8,2004,32,1,TSCA,40.6
NCL,A,24,8,2004,33,1,TSCA,40.4
NCL,A,24,8,2004,34,1,TSCA,9.6
NCL,A,24,8,2004,35,1,PIRU,18
NCL,A,24,8,2004,36,1,PIRU,11.7
NCL,A,24,8,2004,37,1,PIRU,12
NCL,A,24,8,2004,38,1,PIST,10
NCL,A,24,8,2004,39,1,TSCA,11.9
NCL,B,18,8,2004,1,1,TSCA,21.1
NCL,B,18,8,2004,2,1,POGR,24.7
NCL,B,18,8,2004,3,2,ACRU,15.4
NCL,B,18,8,2004,3,1,ACRU,18.2
NCL,B,18,8,2004,4,1,ACRU,16
NCL,B,18,8,2004,5,1,PIRU,31
NCL,B,18,8,2004,6,1,POGR,37.4
NCL,B,18,8,2004,7,1,TSCA,24.3
NCL,B,18,8,2004,8,1,TSCA,9.9
NCL,B,18,8,2004,10,1,TSCA,12.4
NCL,B,18,8,2004,12,1,TSCA,26.8
NCL,B,18,8,2004,13,1,POGR,31.5
NCL,B,18,8,2004,14,1,TSCA,19
NCL,B,18,8,2004,15,1,POGR,28.7
NCL,B,18,8,2004,16,1,TSCA,17.2
NCL,B,18,8,2004,17,1,TSCA,12.1
NCL,B,18,8,2004,18,1,TSCA,12.4
NCL,B,18,8,2004,19,1,TSCA,16.2
NCL,B,18,8,2004,20,1,TSCA,38.6
NCL,B,18,8,2004,21,1,BEPA,18.15
NCL,B,18,8,2004,22,1,TSCA,9
NCL,B,18,8,2004,23,1,TSCA,10.5
NCL,B,18,8,2004,24,1,TSCA,11.3
NCL,B,18,8,2004,25,1,TSCA,10
NCL,B,18,8,2004,26,1,TSCA,17.2
NCL,B,18,8,2004,27,1,BEPA,21.6
NCL,B,18,8,2004,28,1,BEPA,18.2
NCL,B,18,8,2004,29,1,TSCA,16.9
NCL,B,18,8,2004,31,1,TSCA,12.2
NCL,B,18,8,2004,32,1,TSCA,10.8
NCL,B,18,8,2004,34,1,TSCA,28.5
NCL,B,18,8,2004,35,1,TSCA,41.3
NCL,B,18,8,2004,36,1,BEPA,21.8
NCL,B,18,8,2004,37,1,PIRU,14.3
NCL,B,18,8,2004,38,1,TSCA,16.5
NCL,B,18,8,2004,39,1,TSCA,21.3
NCL,B,18,8,2004,40,1,TSCA,14.2
NCL,B,18,8,2004,41,1,BEPA,23
NCL,B,18,8,2004,42,1,TSCA,16.2
NCL,B,18,8,2004,43,1,PIRU,19.8
NCL,B,18,8,2004,45,1,PIRU,15.1
NCL,B,18,8,2004,46,1,TSCA,11.9
NCL,B,18,8,2004,48,1,TSCA,13.7
NCL,B,18,8,2004,49,1,BEPA,11.5
NCL,B,18,8,2004,50,1,TSCA,15.8
NCL,B,18,8,2004,51,1,TSCA,15.2
NCL,B,18,8,2004,52,1,BEPA,9.4
NCL,B,18,8,2004,53,1,PIRU,11.3
NCL,B,18,8,2004,54,1,TSCA,17.7
NCL,B,18,8,2004,55,1,TSCA,13
NCL,B,18,8,2004,56,1,TSCA,10.8
NCL,B,18,8,2004,58,1,BEPA,18.5
NCL,B,18,8,2004,59,1,PIRU,10.5
NCL,B,18,8,2004,60,1,TSCA,14.7
NCL,B,18,8,2004,61,1,TSCA,14
NCL,B,18,8,2004,62,1,TSCA,12.8
NCL,B,18,8,2004,63,1,PIST,49.3
NCL,B,18,8,2004,64,1,TSCA,25.4
NCL,B,18,8,2004,65,1,TSCA,11.7
NCL,B,18,8,2004,66,1,TSCA,17.6
NCL,B,18,8,2004,67,1,TSCA,19.1
NCL,B,18,8,2004,68,1,POGR,40.4
NCL,B,18,8,2004,69,1,PIRU,17.6
NCL,B,18,8,2004,70,1,TSCA,26.1
NCL,B,18,8,2004,71,1,TSCA,11.8
NCL,B,18,8,2004,72,1,TSCA,10.3
NCL,B,18,8,2004,73,1,ACRU,36.8
NCL,B,18,8,2004,74,1,ACRU,25.3
NCL,B,18,8,2004,76,1,PIRU,23.5
NCL,B,18,8,2004,77,1,POGR,36.1
NCL,B,18,8,2004,79,1,TSCA,16.5
NCL,B,18,8,2004,81,1,POGR,32.2
PL,A,26,8,2004,1,1,ACRU,13.8
PL,A,26,8,2004,2,1,TSCA,22
PL,A,26,8,2004,3,1,BEPA,21.9
PL,A,26,8,2004,4,1,ACRU,9.9
PL,A,26,8,2004,5,1,TSCA,11.9
PL,A,26,8,2004,6,1,ACRU,17.9
PL,A,26,8,2004,7,1,TSCA,15.1
PL,A,26,8,2004,8,1,TSCA,9.6
PL,A,26,8,2004,9,1,TSCA,15
PL,A,26,8,2004,10,1,ACRU,10.4
PL,A,26,8,2004,11,1,TSCA,18.6
PL,A,26,8,2004,12,1,TSCA,10.5
PL,A,26,8,2004,13,1,QURU,22.4
PL,A,26,8,2004,14,1,TSCA,10.9
PL,A,26,8,2004,15,1,TSCA,11.8
PL,A,26,8,2004,16,1,PIST,15.2
PL,A,26,8,2004,17,1,ABBA,12.7
PL,A,26,8,2004,18,1,ACRU,18.2
PL,A,26,8,2004,19,1,BEPA,17.2
PL,A,26,8,2004,20,1,BEPA,15.8
PL,A,26,8,2004,21,1,ACRU,13.1
PL,A,26,8,2004,22,1,ACRU,11.1
PL,A,26,8,2004,24,1,QURU,11.5
PL,A,26,8,2004,25,1,PIST,30.3
PL,A,26,8,2004,26,1,PIST,27.6
PL,A,26,8,2004,27,1,TSCA,11.1
PL,A,26,8,2004,28,1,TSCA,14.8
PL,A,26,8,2004,29,1,PIST,54.5
PL,A,26,8,2004,30,1,TSCA,14
PL,A,26,8,2004,31,1,PIST,10.1
PL,A,26,8,2004,32,1,QURU,25.8
PL,A,26,8,2004,33,1,ACRU,11.1
PL,A,26,8,2004,34,1,ACRU,18
PL,A,26,8,2004,35,1,PIST,10
PL,A,26,8,2004,36,1,QURU,23.7
PL,A,26,8,2004,37,1,ACRU,17.3
PL,A,26,8,2004,38,1,TSCA,15
PL,A,26,8,2004,39,1,PIST,11.9
PL,A,26,8,2004,40,1,ACRU,14.2
PL,A,26,8,2004,41,1,BEPA,22.1
PL,A,26,8,2004,42,1,TSCA,24
PL,A,26,8,2004,43,1,BEPA,19.4
PL,A,26,8,2004,44,1,PIST,10.4
PL,A,26,8,2004,45,1,QURU,25.1
PL,A,26,8,2004,46,1,BEPA,14.3
PL,A,26,8,2004,47,1,QURU,14.4
PL,A,26,8,2004,48,1,PIST,15.7
PL,A,26,8,2004,49,1,ACRU,14.5
PL,A,26,8,2004,50,1,ACRU,12.7
PL,A,26,8,2004,51,1,POGR,13.7
PL,A,26,8,2004,52,1,TSCA,13.4
PL,A,26,8,2004,53,1,ACRU,10
PL,A,26,8,2004,54,1,TSCA,9.6
PL,A,26,8,2004,55,1,BEPA,16.75
PL,A,26,8,2004,56,1,BEPA,16.3
PL,A,26,8,2004,57,1,ACRU,10.7
PL,A,26,8,2004,58,1,QURU,17.2
PL,A,26,8,2004,59,1,ACRU,12.5
PL,A,26,8,2004,60,1,ACRU,15.6
PL,A,26,8,2004,62,1,TSCA,13.8
PL,A,26,8,2004,63,1,TSCA,10.1
PL,A,26,8,2004,64,1,ACRU,11.4
PL,A,26,8,2004,65,1,TSCA,10.5
PL,B,25,8,2004,2,1,QURU,16.9
PL,B,25,8,2004,3,1,QURU,26.3
PL,B,25,8,2004,4,1,POGR,19.7
PL,B,25,8,2004,5,1,POGR,16
PL,B,25,8,2004,7,1,ACRU,10.7
PL,B,25,8,2004,8,1,ACRU,10.5
PL,B,25,8,2004,9,1,ACRU,11.9
PL,B,25,8,2004,10,1,POGR,25.4
PL,B,25,8,2004,11,1,PIST,14.8
PL,B,25,8,2004,12,1,POGR,26.1
PL,B,25,8,2004,14,1,PIST,18
PL,B,25,8,2004,15,1,PIST,27.1
PL,B,25,8,2004,16,1,PIST,26.4
PL,B,25,8,2004,18,1,POGR,21.8
PL,B,25,8,2004,19,1,POGR,24
PL,B,25,8,2004,20,1,BEPA,23.7
PL,B,25,8,2004,21,1,PIST,33.2
PL,B,25,8,2004,22,1,BEPA,16.1
PL,B,25,8,2004,23,1,QURU,20.6
PL,B,25,8,2004,25,1,QURU,26.6
PL,B,25,8,2004,26,1,PIST,17.3
PL,B,25,8,2004,27,1,PIST,10
PL,B,25,8,2004,28,1,BEPA,12.9
PL,B,25,8,2004,28,1,BEPA,16.6
